QueryId;QueryText;Gold Standard;Adequate;;;Source;SourceEndpoint;Target;Target Endpoint
71;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/>  SELECT DISTINCT ?v0 WHERE {db-r:Vidarabine db-o:molecularWeight ?v0 .};PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  PREFIX drugbank-drugs: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  SELECT DISTINCT ?v0 ?v1 WHERE {drugbank-drugs:DB00194 drugbank:molecularWeightAverage ?v0.};PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  PREFIX drugbank-drugs: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  SELECT DISTINCT ?v0 ?v1 WHERE {drugbank-drugs:DB00194 drugbank:molecularWeightAverage ?v0.};;;Dbpedia;http://dbpedia.org/sparql;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql
73;PREFIX db-r: <http://dbpedia.org/resource/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?x WHERE{  db-r:Allopurinol rdfs:label ?x.};PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/resource/>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?x WHERE { sider:8378 rdfs:label ?x. };PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/resource/>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> SELECT DISTINCT ?x WHERE { sider:8378 rdfs:label ?x. };;;Dbpedia;http://dbpedia.org/sparql;SIDER;http://bio2rdf.org/sparql
74;"PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/> PREFIX diseasome <http://www4.wiwiss.fu-berlin.de/diseasome/>  SELECT DISTINCT ?dr ?br ?disease WHERE { ?disease diseasome:possibleDrug drugbank:DB00115; rdfs:label ?dr; diseasome:name ?br . }";"PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/> SELECT DISTINCT ?dr ?br ?disease WHERE { ?disease ?a drugbank:drugs/DB00115;  rdfs:label ?dr ; drugbank:brandName ?br.}";"PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/> SELECT DISTINCT ?dr ?br ?disease WHERE { ?disease ?a drugbank:drugs/DB00115;  rdfs:label ?dr ; drugbank:brandName ?br.}";;;Diseasome;http://www4.wiwiss.fu-berlin.de/diseasome/sparql;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql
75; PREFIX db-r: <http://dbpedia.org/resource/> SELECT ?IntEffect WHERE { ?Int ?a db-r:Nadolol. ?Int ?b db-r:Acetohexamide.  ?Int ?c ?IntEffect .};PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/> SELECT ?IntEffect WHERE { ?Int ?a drugbank-d:DB01203 . ?Int ?b drugbank-d:DB00414 . ?Int ?c ?IntEffect .};PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/> SELECT ?IntEffect WHERE { ?Int ?a drugbank-d:DB01203 . ?Int ?b drugbank-d:DB00414 . ?Int ?c ?IntEffect .};;;Dbpedia;http://dbpedia.org/sparql;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql
76;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/> SELECT ?drug WHERE { ?sider drugbank:drug name ?drug . ?sider ?p ?effect .  FILTER regex (?drug,?Fenofibrate|Aspirin| Rosuvastatin|Levothyroxine|Valsartan?,?i? ) . };PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/>  SELECT ?drug WHERE { ?sider sider:drug_name ?drug . ?sider ?p ?effect . FILTER regex (?drug,?Fenofibrate|Aspirin|Rosuvastatin|Levothyroxine|Valsartan?,?i? ) };PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/>  SELECT ?drug WHERE { ?sider sider:drug_name ?drug . ?sider ?p ?effect . FILTER regex (?drug,?Fenofibrate|Aspirin|Rosuvastatin|Levothyroxine|Valsartan?,?i? ) };;;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql;SIDER;http://bio2rdf.org/sparql
77;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/>  PREFIX drugbank-d: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  SELECT ?se WHERE { drugbank-d::DB00333 drugbank:toxicity ?se.};PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/resource/>  SELECT ?se  WHERE {sider:drugs/4095 ?p  ?se .};PREFIX sider: <http://www4.wiwiss.fu-berlin.de/sider/resource/>  SELECT ?se  WHERE {sider:drugs/4095 ?p  ?se .};;;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql;SIDER;http://bio2rdf.org/sparql
78;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/>  SELECT ?drugDesc ?cpd WHERE { ?drug drugbank:keggCompoundId ?cpd .  ?drug drugbank:description ?drugDesc . ?enzyme ?p1 ?cpd . ?enzyme rdf:type ?o1 .};PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>   PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns\#> PREFIX kegg: <http://bio2rdf.org/ns/kegg\#> SELECT ?drugDesc ?cpd WHERE { ?drug drugbank:keggCompoundId ?cpd . ?drug rdfs:label ?drugDesc . ?enzyme ?p1 ?cpd . ?enzyme rdf:type ?o .};PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>   PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns\#> PREFIX kegg: <http://bio2rdf.org/ns/kegg\#> SELECT ?drugDesc ?cpd WHERE { ?drug drugbank:keggCompoundId ?cpd . ?drug rdfs:label ?drugDesc . ?enzyme ?p1 ?cpd . ?enzyme rdf:type ?o .};;;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql;KEGG;http://kegg.bio2rdf.org/sparql
79;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/>  SELECT ?drug ?chebiImage WHERE { ?drug drugbank:genericName ?drugBankName .  ?chebiDrug purl:title ?drugBankName . ?chebiDrug ?p1 ?chebiImage . };PREFIX chebi: <http://chem2bio2rdf.org/chebi/> PREFIX foaf:< http://xmlns.com/foaf/0.1/> PREFIX purlc: <http://purl.org/dc/terms/>  SELECT ?drug ?chebiImage WHERE { ?drug foaf:name ?drugBankName . ?chebiDrug purl:title ?drugBankName . ?chebiDrug ?p1 ?chebiImage . };PREFIX chebi: <http://chem2bio2rdf.org/chebi/> PREFIX foaf:< http://xmlns.com/foaf/0.1/> PREFIX purlc: <http://purl.org/dc/terms/>  SELECT ?drug ?chebiImage WHERE { ?drug foaf:name ?drugBankName . ?chebiDrug purl:title ?drugBankName . ?chebiDrug ?p1 ?chebiImage . };;;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql;CHEBI;http://chebi.bio2rdf.org/sparql
80;PREFIX kegg: <http://bio2rdf.org/kegg_vocabulary:> SELECT ?drug ?keggDrug WHERE {  ?drug ?p1 ?o1 . ?drug ?p2 ?id . ?keggDrug kegg:xRef ?id . } LIMIT 100;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  PREFIX kegg: <http://bio2rdf.org/ns/kegg#>  SELECT ?drug ?keggDrug WHERE { ?drug ?p1 ?o1 . ?drug ?p2 ?id . ?keggDrug kegg:xRef ?id . } LIMIT 100;PREFIX drugbank: <http://www4.wiwiss.fu-berlin.de/drugbank/resource/drugs/>  PREFIX kegg: <http://bio2rdf.org/ns/kegg#>  SELECT ?drug ?keggDrug WHERE { ?drug ?p1 ?o1 . ?drug ?p2 ?id . ?keggDrug kegg:xRef ?id . } LIMIT 100;;;KEGG;http://kegg.bio2rdf.org/sparql;Drugbank;http://wifo5-04.informatik.uni-mannheim.de/drugbank/sparql
81;PREFIX bnb:  <http://bnb.data.bl.uk/id/person/>  SELECT DISTINCT ?p ?o WHERE bnb:CervantesSaavedraMiguelde1547-1616 ?p ?o .;PREFIX bne-r: <http://datos.bne.es/resource/> SELECT DISTINCT ?p ?o WHERE { bne-r:XX1718747 ?p ?o .};PREFIX bne-r: <http://datos.bne.es/resource/> SELECT DISTINCT ?p ?o WHERE { bne-r:XX1718747 ?p ?o .};;;BNB;http://bnb.data.bl.uk/sparql;BNE;http://datos.bne.es/sparql
82;PREFIX foaf:< http://xmlns.com/foaf/0.1/> PREFIX dct: <http://purl.org/dc/terms/>  SELECT DISTINCT ?label ?author WHERE cam:cambrdgedb ...79f80074f  a owl:Thing . cam:cambrdgedb ...79f80074f  rdfs:label ?label .  cam:cambrdgedb ...79f80074f  dct:creator ?author .  ?author a foaf:Person .;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/> PREFIX foaf:< http://xmlns.com/foaf/0.1/>  SELECT DISTINCT ?label ?author WHERE {db-r:Pride and Prejudice a owl:Thing . db-r:Pride and Prejudice rdfs:label ?label . db-r:Pride and Prejudice db-o:author ?author . ?author a foaf:person.;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/> PREFIX foaf:< http://xmlns.com/foaf/0.1/>  SELECT DISTINCT ?label ?author WHERE {db-r:Pride and Prejudice a owl:Thing . db-r:Pride and Prejudice rdfs:label ?label . db-r:Pride and Prejudice db-o:author ?author . ?author a foaf:person.;;;Cambridge;http://data.lib.cam.ac.uk/endpoint.php;Dbpedia;http://dbpedia.org/sparql
83;PREFIX bne-r: <http://datos.bne.es/resource/> SELECT ?a ?birth WHERE  bne-r:XX933715 fr:P2010 ?a .  OPTIONAL { bne-r:XX933715 fr:P3040 ?birth. }.;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/>  SELECT ?a ?birth WHERE {?a db-o:writer db-r:Leo Tolstoy . OPTIONAL { db-r:Leo Tolstoy ?p ?birth. }};PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/>  SELECT ?a ?birth WHERE {?a db-o:writer db-r:Leo Tolstoy . OPTIONAL { db-r:Leo Tolstoy ?p ?birth. }};;;BNE;http://datos.bne.es/sparql;Dbpedia;http://dbpedia.org/sparql
84;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/>  SELECT * WHERE {?a db-o:author db-r:Tim Berners-Lee .  OPTIONAL {?e ?p db-r:Tim Berners-Lee .}};PREFIX dblp-r:  <http://dblp.rkbexplorer.com/id/> PREFIX akt: <http://www.aktors.org/ontology/portal#> SELECT * WHERE {?a akt:has-author dblp-r:person/100007. ?e ?p dblp-r:person/100007. };PREFIX dblp-r:  <http://dblp.rkbexplorer.com/id/> PREFIX akt: <http://www.aktors.org/ontology/portal#> SELECT * WHERE {?a akt:has-author dblp-r:person/100007. ?e ?p dblp-r:person/100007. };;;Dbpedia;http://dbpedia.org/sparql;DBLP;http://dblp.rkbexplorer.com/sparql/
85;PREFIX dblp:  <http://dblp.rkbexplorer.com/>  SELECT DISTINCT ?a ?r WHERE { ?a dblp:article-of-journal ?r};PREFIX db-p: <http://dbpedia.org/property/>   SELECT DISTINCT ?a ?r WHERE ?a db-p:journal ?r;PREFIX db-p: <http://dbpedia.org/property/>   SELECT DISTINCT ?a ?r WHERE ?a db-p:journal ?r;;;DBLP;http://dblp.rkbexplorer.com/sparql/;Dbpedia;http://dbpedia.org/sparql
86;PREFIX bnb: <http://bnb.data.bl.uk/> PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT ?article WHERE { ?author bnb:hascreated ?article . ?author foaf:name ?Author . FILTER (regex(?Author, ?Tanenbaum?, ?i?)) ORDER BY ?Author;PREFIX dblp:  <http://dblp.rkbexplorer.com/> PREFIX akt: <http://www.aktors.org/ontology/portal#> SELECT ?article WHERE { ?article dblp:Article IsWrittenBy ?author . ?author akt:full-name ?Author . FILTER ( regex ( ?Author, ?Tanenbaum?, ?i? ) )} ORDER BY ?Author;PREFIX dblp:  <http://dblp.rkbexplorer.com/> PREFIX akt: <http://www.aktors.org/ontology/portal#> SELECT ?article WHERE { ?article dblp:Article IsWrittenBy ?author . ?author akt:full-name ?Author . FILTER ( regex ( ?Author, ?Tanenbaum?, ?i? ) )} ORDER BY ?Author;;;BNB;http://bnb.data.bl.uk/sparql;DBLP;http://dblp.rkbexplorer.com/sparql/
87;"PREFIX bnf-ark:<http://catalogue.bnf.fr/ark:> PREFIX bibo: <http://purl.org/ontology/bibo/> PREFIX dct: <http://purl.org/dc/terms/>  SELECT ?book ?isbn ?title WHERE {  ?book dct:creator bnf-ark:12148/cb12130;  bibo:isbn10 ?isbn; dct:title ?title. } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/> PREFIX bibo: <http://purl.org/ontology/bibo/>  PREFIX bnb-person: <http://bnb.data.bl.uk/id/person/> SELECT ?book ?isbn ?title WHERE { ?book purlc:creator bnb-person:Althea; bibo:isbn10 ?isbn; purlc:title ?title. } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/> PREFIX bibo: <http://purl.org/ontology/bibo/>  PREFIX bnb-person: <http://bnb.data.bl.uk/id/person/> SELECT ?book ?isbn ?title WHERE { ?book purlc:creator bnb-person:Althea; bibo:isbn10 ?isbn; purlc:title ?title. } LIMIT 10";;;BNF;http://data.bnf.fr/sparql/;BNB;http://bnb.data.bl.uk/sparql
88;SELECT * WHERE {?subject ?predicate <http://catalogue.bnf.fr/ark:/12148/cb118896036> };PREFIX bnb-person: <http://bnb.data.bl.uk/id/person/>  SELECT * WHERE { ?subject ?predicate bnb-person:AustenJane1775-1817};PREFIX bnb-person: <http://bnb.data.bl.uk/id/person/>  SELECT * WHERE { ?subject ?predicate bnb-person:AustenJane1775-1817};;;BNF;http://data.bnf.fr/sparql/;BNB;http://bnb.data.bl.uk/sparql
89;PREFIX db-o: <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  SELECT DISTINCT ?book ?title WHERE {  ?book db-o:isbn ?0851221033?.  ?book a db-o:Book .  ?book rdfs:label ?title.};PREFIX purlc: <http://purl.org/dc/terms/> PREFIX bibo: <http://purl.org/ontology/bibo/> SELECT DISTINCT ?book ?title WHERE { ?book bibo:isbn10 ?0851221033?. ?book a bibo:Book . ?book purlc:title ?title.};PREFIX purlc: <http://purl.org/dc/terms/> PREFIX bibo: <http://purl.org/ontology/bibo/> SELECT DISTINCT ?book ?title WHERE { ?book bibo:isbn10 ?0851221033?. ?book a bibo:Book . ?book purlc:title ?title.};;;Dbpedia;http://dbpedia.org/sparql;BNB;http://bnb.data.bl.uk/sparql
90;PREFIX foaf:< http://xmlns.com/foaf/0.1/>  PREFIX db-o: <http://dbpedia.org/ontology/> SELECT ?auteur ?jour ?nom WHERE { ?auteur db-o:abstract ?jour. ?doc db-o:author ?auteur.  OPTIONAL {?auteur foaf:name ?nom} }  ORDER BY (?jour) LIMIT 10;PREFIX foaf:< http://xmlns.com/foaf/0.1/>  PREFIX bnf:<http://data.bnf.fr/vocabulary/roles/> SELECT ?auteur ?jour ?nom WHERE { ?auteur ?p ?jour. ?doc bnf:r220 ?auteur. OPTIONAL {?auteur foaf:name ?nom } } ORDER BY (?jour) LIMIT 10;PREFIX foaf:< http://xmlns.com/foaf/0.1/>  PREFIX bnf:<http://data.bnf.fr/vocabulary/roles/> SELECT ?auteur ?jour ?nom WHERE { ?auteur ?p ?jour. ?doc bnf:r220 ?auteur. OPTIONAL {?auteur foaf:name ?nom } } ORDER BY (?jour) LIMIT 10;;;Dbpedia;http://dbpedia.org/sparql;BNF;http://data.bnf.fr/sparql/
91;"PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?work ?title WHERE {  ?work foaf:focus ?person. ?work dcterms:creator ?person ; rdfs:label ?title . } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/> PREFIX foaf:< http://xmlns.com/foaf/0.1/>   PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  SELECT DISTINCT ?work ?title WHERE { ?work foaf:focus ?person. ?work purlc:creator ?person ; rdfs:label ?title . } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/> PREFIX foaf:< http://xmlns.com/foaf/0.1/>   PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  SELECT DISTINCT ?work ?title WHERE { ?work foaf:focus ?person. ?work purlc:creator ?person ; rdfs:label ?title . } LIMIT 10";;;Dbpedia;http://dbpedia.org/sparql;BNF;http://data.bnf.fr/sparql/
92;PREFIX db-o: <http://dbpedia.org/ontology/> SELECT DISTINCT ?item WHERE { ?item a db-o:Book. ?item db-o:titleOrig ?Decamerone?@en . }; PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX frbr: <http://purl.org/vocab/frbr/core#> PREFIX isbd: <http://iflastandards.info/ns/isbd/elements/> SELECT DISTINCT ?item WHERE { ?item rdf:type frbr:C1003 . ?item ?p ?Decamerone? }; PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> PREFIX frbr: <http://purl.org/vocab/frbr/core#> PREFIX isbd: <http://iflastandards.info/ns/isbd/elements/> SELECT DISTINCT ?item WHERE { ?item rdf:type frbr:C1003 . ?item ?p ?Decamerone? };;;Dbpedia;http://dbpedia.org/sparql;BNE;http://datos.bne.es/sparql
93;"PREFIX db-o: <http://dbpedia.org/ontology/>  SELECT DISTINCT ?Edition WHERE { ?Edition a db-o:Work; dcterms:subject ?subject.  } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/>  SELECT DISTINCT ?Edition WHERE { ?Edition a purlc:Manifestation; purlc:subject ?subject. } LIMIT 10";"PREFIX purlc: <http://purl.org/dc/terms/>  SELECT DISTINCT ?Edition WHERE { ?Edition a purlc:Manifestation; purlc:subject ?subject. } LIMIT 10";;;Dbpedia;http://dbpedia.org/sparql;BNF;http://data.bnf.fr/sparql/
94;PREFIX bnf-ark:<http://catalogue.bnf.fr/ark:> SELECT DISTINCT ?item WHERE  { ?item rdf:type ?i . ?item ?p bnf-ark:12148/cb131654249 };PREFIX frbr: <http://purl.org/vocab/frbr/core#>  SELECT DISTINCT ?item WHERE { ?item rdf:type ?i. ?item ?p <http://datos.bne.es/resource/XX3383594> };PREFIX frbr: <http://purl.org/vocab/frbr/core#>  SELECT DISTINCT ?item WHERE { ?item rdf:type ?i. ?item ?p <http://datos.bne.es/resource/XX3383594> };;;BNF;http://data.bnf.fr/sparql/;BNE;http://datos.bne.es/sparql
95;PREFIX db-o: <http://dbpedia.org/ontology/>  SELECT ?yr ?name ?document WHERE {  ?class rdfs:subClassOf db-o:Work . ?document rdf:type ?class . ?document dc:creator ?author .  ?author foaf:name ?name  OPTIONAL { ?class2 rdfs:subClassOf db-o:Work . ?document2 rdf:type ?class2 . ?document2 dc:creator ?author2 . FILTER (?author=?author2 ) }}; PREFIX purlc: <http://purl.org/dc/terms/>  PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT ?yr ?name ?document WHERE { ?class rdfs:subClassOf foaf:Document . ?document rdf:type ?class . ?document purl:creator ?author . ?author foaf:name ?name  OPTIONAL {?class2  rdfs:subClassOf foaf:Document . ?document2 rdf:type ?class2 . ?document2 purlc:creator ?author2 .FILTER (?author=?author2) }}; PREFIX purlc: <http://purl.org/dc/terms/>  PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT ?yr ?name ?document WHERE { ?class rdfs:subClassOf foaf:Document . ?document rdf:type ?class . ?document purl:creator ?author . ?author foaf:name ?name  OPTIONAL {?class2  rdfs:subClassOf foaf:Document . ?document2 rdf:type ?class2 . ?document2 purlc:creator ?author2 .FILTER (?author=?author2) }};;;Dbpedia;http://dbpedia.org/sparql;SP2B;http://localhost/sparql
96;PREFIX db-o: <http://dbpedia.org/ontology/>   PREFIX db-r: <http://dbpedia.org/resource/>  SELECT ?s WHERE{  dbpedia:Paul Erdoes db-o:doctoralAdvisor ?s. OPTIONAL{ db-r:John von Neumann db-o:doctoralAdvisor ?s } };PREFIX person: <http://localhost/persons/> SELECT ?s WHERE { person:Paul Erdoes ?p ?s. OPTIONAL{ person:John von Neumann ?p ?s}};PREFIX person: <http://localhost/persons/> SELECT ?s WHERE { person:Paul Erdoes ?p ?s. OPTIONAL{ person:John von Neumann ?p ?s}};;;Dbpedia;http://dbpedia.org/sparql;SP2B;http://localhost/sparql
97;PREFIX db-o: <http://dbpedia.org/ontology/>   SELECT DISTINCT ?predicate WHERE { { ?person rdf:type db-o:Person . ?subject ?predicate ?person } UNION { ?person rdf:type db-o:Person . ?person ?predicate ?object }};PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?predicate WHERE { { ?person rdf:type foaf:Person . ?subject ?predicate ?person} UNION { ?person rdf:type foaf:Person . ?person ?predicate ?object }};PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>  PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#>  PREFIX foaf:< http://xmlns.com/foaf/0.1/> SELECT DISTINCT ?predicate WHERE { { ?person rdf:type foaf:Person . ?subject ?predicate ?person} UNION { ?person rdf:type foaf:Person . ?person ?predicate ?object }};;;Dbpedia;http://dbpedia.org/sparql;SP2B;http://localhost/sparql
98;PREFIX db-r: <http://dbpedia.org/resource/>  SELECT ?subject ?predicate WHERE {  ?subject ?predicate db-r:Paul Erdoes };PREFIX person: <http://localhost/persons/> SELECT ?subject ?predicate WHERE { ?subject ?predicate person:Paul Erdoes };PREFIX person: <http://localhost/persons/> SELECT ?subject ?predicate WHERE { ?subject ?predicate person:Paul Erdoes };;;Dbpedia;http://dbpedia.org/sparql;SP2B;http://localhost/sparql
99;PREFIX libris: <http://libris.kb.se/vocabulary/experimental#> SELECT ?y WHERE {  ?y ?p libris:335843 } LIMIT 10;PREFIX db-r: <http://dbpedia.org/resource/> SELECT ?y WHERE { ?y ?p db-r:Johan Christian Fabricius. } LIMIT 10;PREFIX db-r: <http://dbpedia.org/resource/> SELECT ?y WHERE { ?y ?p db-r:Johan Christian Fabricius. } LIMIT 10;;;LIBRIS;http://lab3.libris.kb.se/sparql;Dbpedia;http://dbpedia.org/sparql
100;PREFIX dc: <http://purl.org/dc/elements/1.1/>    PREFIX dct: <http://purl.org/dc/terms/> SELECT ?yr WHERE {  ?journal rdf:type dbpedia:PeriodicalLiterature.  ?journal dc:title ?Journal 1 (1940)?8sd:string .  ?journal dcterms:issued ?yr };PREFIX purlc: <http://purl.org/dc/terms/> SELECT ?yr WHERE { ?journal rdf:type sp:Journal . ?journal purlc:title ?Journal 1 (1940)?8sd:string . ?journal purlc:issued ?yr };PREFIX purlc: <http://purl.org/dc/terms/> SELECT ?yr WHERE { ?journal rdf:type sp:Journal . ?journal purlc:title ?Journal 1 (1940)?8sd:string . ?journal purlc:issued ?yr };;;Dbpedia;http://dbpedia.org/sparql;SP2B;http://localhost/sparql
